experiment,condition_id,context,fragment_names,n_fragments,active_fragments,n_active_fragments,cue_stanchions,cue_waiting_area,cue_service_sign,cue_social_density,n_primitives,primitive_set,sequence,sequence_length,backbone_length,total_VFE,mean_VFE,max_VFE,total_EFE,efe_rate,per_transition_VFE,n_obligatory,n_advancing,n_returning,topology_density,inferred_context,belief_confidence,belief_entropy,belief_reception,belief_corridor,belief_hospital,effective_affinities,weighted_scores,primitive_weights,D_KL_from_baseline
exp1,exp1_reception_0011,reception,"observe_scene,approach_service,direct_approach,courtesy_space",4,"observe_scene,approach_service,direct_approach",3,0,0,1,1,5,"approach-counter,engage-staff,gaze-at-agent,gaze-scan,scan-environment",gaze-scan -> approach-counter -> engage-staff -> gaze-at-agent -> scan-environment,5,4,2.302585,0.575646,2.302585,5.181162,1.036232,0.575646,0,4,1,1.0,reception,0.964681,0.153834,0.964681,0.000167,0.035151,"{""observe_scene"": 0.898159, ""approach_service"": 0.896401, ""direct_approach"": 0.921753, ""courtesy_space"": 0.310629}","{""direct_approach"": 0.09297, ""approach_service"": 0.09108, ""observe_scene"": 0.090944}","{""engage-staff"": 0.046485, ""approach-counter"": 0.092025, ""gaze-at-agent"": 0.04554, ""scan-environment"": 0.045472, ""gaze-scan"": 0.045472}",0.0
exp1,exp1_reception_1011,reception,"observe_scene,approach_service,queue_position,direct_approach,courtesy_space",5,"observe_scene,approach_service,queue_position,direct_approach",4,1,0,1,1,7,"approach-counter,engage-staff,gaze-at-agent,gaze-scan,position-in-queue,scan-environment,yield-pass",approach-counter -> engage-staff -> gaze-at-agent -> scan-environment -> gaze-scan -> yield-pass -> position-in-queue,7,5,6.907755,1.151293,2.302585,10.176111,1.45373,1.151293,2,5,2,1.0,reception,0.964681,0.153834,0.964681,0.000167,0.035151,"{""observe_scene"": 0.898159, ""approach_service"": 0.896401, ""queue_position"": 0.803431, ""direct_approach"": 0.921753, ""courtesy_space"": 0.310629}","{""direct_approach"": 0.091715, ""approach_service"": 0.089448, ""observe_scene"": 0.089184, ""queue_position"": 0.084782}","{""engage-staff"": 0.045857, ""approach-counter"": 0.090581, ""gaze-at-agent"": 0.044724, ""scan-environment"": 0.044592, ""gaze-scan"": 0.044592, ""yield-pass"": 0.042391, ""position-in-queue"": 0.042391}",0.0
exp1,exp1_reception_0111,reception,"observe_scene,approach_service,wait_patiently,direct_approach,courtesy_space",5,"observe_scene,approach_service,wait_patiently,direct_approach",4,0,1,1,1,7,"approach-counter,engage-staff,gaze-at-agent,gaze-scan,scan-environment,wait-acknowledge,wait-for-turn",wait-for-turn -> gaze-scan -> approach-counter -> gaze-at-agent -> engage-staff -> scan-environment -> wait-acknowledge,7,5,9.21034,1.535057,2.302585,10.447938,1.492563,1.535057,0,5,2,1.0,reception,0.937708,0.233509,0.937708,3.3e-05,0.062259,"{""observe_scene"": 0.896871, ""approach_service"": 0.893758, ""wait_patiently"": 0.715558, ""direct_approach"": 0.900168, ""courtesy_space"": 0.318694}","{""direct_approach"": 0.090634, ""approach_service"": 0.088172, ""observe_scene"": 0.087771, ""wait_patiently"": 0.078941}","{""engage-staff"": 0.045317, ""approach-counter"": 0.089403, ""gaze-at-agent"": 0.044086, ""scan-environment"": 0.043886, ""gaze-scan"": 0.043886, ""wait-acknowledge"": 0.03947, ""wait-for-turn"": 0.03947}",0.0
exp1,exp1_reception_1111,reception,"observe_scene,approach_service,queue_position,wait_patiently,direct_approach,courtesy_space",6,"observe_scene,approach_service,queue_position,wait_patiently,direct_approach",5,1,1,1,1,9,"approach-counter,engage-staff,gaze-at-agent,gaze-scan,position-in-queue,scan-environment,wait-acknowledge,wait-for-turn,yield-pass",scan-environment -> position-in-queue -> wait-for-turn -> gaze-scan -> approach-counter -> gaze-at-agent -> engage-staff -> yield-pass -> wait-acknowledge,9,6,9.21034,1.151293,2.302585,15.310073,1.701119,1.151293,2,6,3,1.0,reception,0.937708,0.233509,0.937708,3.3e-05,0.062259,"{""observe_scene"": 0.896871, ""approach_service"": 0.893758, ""queue_position"": 0.806209, ""wait_patiently"": 0.715558, ""direct_approach"": 0.900168, ""courtesy_space"": 0.318694}","{""direct_approach"": 0.090141, ""approach_service"": 0.087569, ""observe_scene"": 0.08722, ""queue_position"": 0.082485, ""wait_patiently"": 0.077757}","{""engage-staff"": 0.04507, ""approach-counter"": 0.088855, ""gaze-at-agent"": 0.043784, ""scan-environment"": 0.04361, ""gaze-scan"": 0.04361, ""yield-pass"": 0.041242, ""position-in-queue"": 0.041242, ""wait-acknowledge"": 0.038878, ""wait-for-turn"": 0.038878}",0.0
exp1,exp1_corridor_0000,corridor,"observe_scene,approach_service",2,"observe_scene,approach_service",2,0,0,0,0,4,"approach-counter,gaze-at-agent,gaze-scan,scan-environment",approach-counter -> gaze-at-agent -> scan-environment -> gaze-scan,4,3,6.907755,2.302585,2.302585,7.863877,1.965969,2.302585,0,3,1,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""observe_scene"": 0.444845, ""approach_service"": 0.442803}","{""observe_scene"": 0.04, ""approach_service"": 0.04}","{""scan-environment"": 0.02, ""gaze-scan"": 0.02, ""gaze-at-agent"": 0.02, ""approach-counter"": 0.02}",0.0
exp1,exp1_corridor_1000,corridor,"observe_scene,approach_service,queue_position",3,"observe_scene,approach_service,queue_position",3,1,0,0,0,6,"approach-counter,gaze-at-agent,gaze-scan,position-in-queue,scan-environment,yield-pass",scan-environment -> position-in-queue -> approach-counter -> gaze-at-agent -> gaze-scan -> yield-pass,6,4,9.21034,1.842068,2.302585,9.398117,1.566353,1.842068,2,4,2,1.0,reception,0.528952,0.775173,0.528952,0.450743,0.020306,"{""observe_scene"": 0.673613, ""approach_service"": 0.672598, ""queue_position"": 0.576659}","{""approach_service"": 0.087977, ""observe_scene"": 0.087974, ""queue_position"": 0.084064}","{""gaze-at-agent"": 0.043988, ""approach-counter"": 0.043988, ""scan-environment"": 0.043987, ""gaze-scan"": 0.043987, ""yield-pass"": 0.042032, ""position-in-queue"": 0.042032}",0.0
exp1,exp1_corridor_0100,corridor,"observe_scene,approach_service,wait_patiently",3,"observe_scene,approach_service,wait_patiently",3,0,1,0,0,6,"approach-counter,gaze-at-agent,gaze-scan,scan-environment,wait-acknowledge,wait-for-turn",gaze-at-agent -> wait-acknowledge -> wait-for-turn -> scan-environment -> gaze-scan -> approach-counter,6,4,6.907755,1.381551,2.302585,8.573097,1.428849,1.381551,0,4,2,1.0,hospital,0.461057,1.022353,0.373627,0.165317,0.461057,"{""observe_scene"": 0.794289, ""approach_service"": 0.771236, ""wait_patiently"": 0.782201}","{""wait_patiently"": 0.08992, ""observe_scene"": 0.085991, ""approach_service"": 0.084042}","{""wait-acknowledge"": 0.04496, ""wait-for-turn"": 0.04496, ""scan-environment"": 0.042996, ""gaze-scan"": 0.042996, ""gaze-at-agent"": 0.042021, ""approach-counter"": 0.042021}",0.0
exp1,exp1_corridor_1100,corridor,"observe_scene,approach_service,queue_position,wait_patiently",4,"observe_scene,approach_service,queue_position,wait_patiently",4,1,1,0,0,8,"approach-counter,gaze-at-agent,gaze-scan,position-in-queue,scan-environment,wait-acknowledge,wait-for-turn,yield-pass",scan-environment -> position-in-queue -> wait-for-turn -> approach-counter -> gaze-at-agent -> gaze-scan -> yield-pass -> wait-acknowledge,8,5,9.21034,1.315763,2.302585,13.52758,1.690948,1.315763,2,5,3,1.0,reception,0.922964,0.315931,0.922964,0.020332,0.056704,"{""observe_scene"": 0.886999, ""approach_service"": 0.884164, ""queue_position"": 0.795504, ""wait_patiently"": 0.71011}","{""approach_service"": 0.085861, ""observe_scene"": 0.085856, ""queue_position"": 0.081405, ""wait_patiently"": 0.076945}","{""gaze-at-agent"": 0.042931, ""approach-counter"": 0.042931, ""scan-environment"": 0.042928, ""gaze-scan"": 0.042928, ""yield-pass"": 0.040702, ""position-in-queue"": 0.040702, ""wait-acknowledge"": 0.038472, ""wait-for-turn"": 0.038472}",0.0
exp1,exp1_corridor_0010,corridor,"observe_scene,approach_service,direct_approach",3,"observe_scene,approach_service",2,0,0,1,0,4,"approach-counter,gaze-at-agent,gaze-scan,scan-environment",approach-counter -> gaze-at-agent -> scan-environment -> gaze-scan,4,3,6.907755,2.302585,2.302585,7.863877,1.965969,2.302585,0,3,1,1.0,corridor,0.849562,0.496279,0.122085,0.849562,0.028353,"{""observe_scene"": 0.473801, ""approach_service"": 0.472384, ""direct_approach"": 0.290146}","{""observe_scene"": 0.04, ""approach_service"": 0.04}","{""scan-environment"": 0.02, ""gaze-scan"": 0.02, ""gaze-at-agent"": 0.02, ""approach-counter"": 0.02}",0.0
exp1,exp1_corridor_1010,corridor,"observe_scene,approach_service,queue_position,direct_approach",4,"observe_scene,approach_service,queue_position,direct_approach",4,1,0,1,0,7,"approach-counter,engage-staff,gaze-at-agent,gaze-scan,position-in-queue,scan-environment,yield-pass",approach-counter -> engage-staff -> gaze-at-agent -> scan-environment -> gaze-scan -> yield-pass -> position-in-queue,7,5,6.907755,1.151293,2.302585,10.176111,1.45373,1.151293,2,5,2,1.0,reception,0.736367,0.614425,0.736367,0.255119,0.008514,"{""observe_scene"": 0.772015, ""approach_service"": 0.771589, ""queue_position"": 0.673292, ""direct_approach"": 0.75185}","{""direct_approach"": 0.091715, ""approach_service"": 0.089448, ""observe_scene"": 0.089184, ""queue_position"": 0.084782}","{""engage-staff"": 0.045857, ""approach-counter"": 0.090581, ""gaze-at-agent"": 0.044724, ""scan-environment"": 0.044592, ""gaze-scan"": 0.044592, ""yield-pass"": 0.042391, ""position-in-queue"": 0.042391}",0.0
exp1,exp1_corridor_0110,corridor,"observe_scene,approach_service,wait_patiently,direct_approach",4,"observe_scene,approach_service,wait_patiently,direct_approach",4,0,1,1,0,7,"approach-counter,engage-staff,gaze-at-agent,gaze-scan,scan-environment,wait-acknowledge,wait-for-turn",wait-for-turn -> gaze-scan -> approach-counter -> gaze-at-agent -> engage-staff -> scan-environment -> wait-acknowledge,7,5,9.21034,1.535057,2.302585,10.447938,1.492563,1.535057,0,5,2,1.0,reception,0.64451,0.875242,0.64451,0.115943,0.239548,"{""observe_scene"": 0.830051, ""approach_service"": 0.818074, ""wait_patiently"": 0.736698, ""direct_approach"": 0.671405}","{""direct_approach"": 0.090634, ""approach_service"": 0.088172, ""observe_scene"": 0.087771, ""wait_patiently"": 0.078941}","{""engage-staff"": 0.045317, ""approach-counter"": 0.089403, ""gaze-at-agent"": 0.044086, ""scan-environment"": 0.043886, ""gaze-scan"": 0.043886, ""wait-acknowledge"": 0.03947, ""wait-for-turn"": 0.03947}",0.0
exp1,exp1_corridor_1110,corridor,"observe_scene,approach_service,queue_position,wait_patiently,direct_approach",5,"observe_scene,approach_service,queue_position,wait_patiently,direct_approach",5,1,1,1,0,9,"approach-counter,engage-staff,gaze-at-agent,gaze-scan,position-in-queue,scan-environment,wait-acknowledge,wait-for-turn,yield-pass",scan-environment -> position-in-queue -> wait-for-turn -> gaze-scan -> approach-counter -> gaze-at-agent -> engage-staff -> yield-pass -> wait-acknowledge,9,6,9.21034,1.151293,2.302585,15.310073,1.701119,1.151293,2,6,3,1.0,reception,0.973273,0.14005,0.973273,0.008717,0.01801,"{""observe_scene"": 0.894741, ""approach_service"": 0.893841, ""queue_position"": 0.797443, ""wait_patiently"": 0.702759, ""direct_approach"": 0.929054}","{""direct_approach"": 0.090141, ""approach_service"": 0.087569, ""observe_scene"": 0.08722, ""queue_position"": 0.082485, ""wait_patiently"": 0.077757}","{""engage-staff"": 0.04507, ""approach-counter"": 0.088855, ""gaze-at-agent"": 0.043784, ""scan-environment"": 0.04361, ""gaze-scan"": 0.04361, ""yield-pass"": 0.041242, ""position-in-queue"": 0.041242, ""wait-acknowledge"": 0.038878, ""wait-for-turn"": 0.038878}",0.0
exp1,exp1_corridor_0001,corridor,"observe_scene,approach_service,courtesy_space",3,"observe_scene,approach_service,courtesy_space",3,0,0,0,1,6,"approach-counter,gaze-at-agent,gaze-avert,gaze-scan,scan-environment,yield-pass",gaze-at-agent -> gaze-avert -> scan-environment -> gaze-scan -> approach-counter -> yield-pass,6,3,4.60517,0.921034,2.302585,9.616649,1.602775,0.921034,1,3,3,1.0,hospital,0.581494,0.854496,0.356999,0.061507,0.581494,"{""observe_scene"": 0.840172, ""approach_service"": 0.811097, ""courtesy_space"": 0.505202}","{""observe_scene"": 0.079313, ""approach_service"": 0.077446, ""courtesy_space"": 0.069216}","{""scan-environment"": 0.039656, ""gaze-scan"": 0.039656, ""gaze-at-agent"": 0.038723, ""approach-counter"": 0.038723, ""yield-pass"": 0.034608, ""gaze-avert"": 0.034608}",0.0
exp1,exp1_corridor_1001,corridor,"observe_scene,approach_service,queue_position,courtesy_space",4,"observe_scene,approach_service,queue_position",3,1,0,0,1,6,"approach-counter,gaze-at-agent,gaze-scan,position-in-queue,scan-environment,yield-pass",scan-environment -> position-in-queue -> approach-counter -> gaze-at-agent -> gaze-scan -> yield-pass,6,4,9.21034,1.842068,2.302585,9.398117,1.566353,1.842068,2,4,2,1.0,reception,0.917707,0.310293,0.917707,0.007872,0.074422,"{""observe_scene"": 0.892343, ""approach_service"": 0.888622, ""queue_position"": 0.803506, ""courtesy_space"": 0.326262}","{""approach_service"": 0.087977, ""observe_scene"": 0.087974, ""queue_position"": 0.084064}","{""gaze-at-agent"": 0.043988, ""approach-counter"": 0.043988, ""scan-environment"": 0.043987, ""gaze-scan"": 0.043987, ""yield-pass"": 0.042032, ""position-in-queue"": 0.042032}",0.0
exp1,exp1_corridor_0101,corridor,"observe_scene,approach_service,wait_patiently,courtesy_space",4,"observe_scene,approach_service,wait_patiently,courtesy_space",4,0,1,0,1,8,"approach-counter,gaze-at-agent,gaze-avert,gaze-scan,scan-environment,wait-acknowledge,wait-for-turn,yield-pass",wait-for-turn -> gaze-scan -> approach-counter -> wait-acknowledge -> scan-environment -> gaze-at-agent -> yield-pass -> gaze-avert,8,4,11.512925,1.644704,2.302585,14.087033,1.760879,1.644704,1,4,4,1.0,hospital,0.74148,0.60953,0.24983,0.00869,0.74148,"{""observe_scene"": 0.858581, ""approach_service"": 0.821507, ""wait_patiently"": 0.883632, ""courtesy_space"": 0.526789}","{""wait_patiently"": 0.086908, ""observe_scene"": 0.082671, ""approach_service"": 0.080488, ""courtesy_space"": 0.071258}","{""wait-acknowledge"": 0.043454, ""wait-for-turn"": 0.043454, ""scan-environment"": 0.041335, ""gaze-scan"": 0.041335, ""gaze-at-agent"": 0.040244, ""approach-counter"": 0.040244, ""yield-pass"": 0.035629, ""gaze-avert"": 0.035629}",0.0
exp1,exp1_corridor_1101,corridor,"observe_scene,approach_service,queue_position,wait_patiently,courtesy_space",5,"observe_scene,approach_service,queue_position,wait_patiently",4,1,1,0,1,8,"approach-counter,gaze-at-agent,gaze-scan,position-in-queue,scan-environment,wait-acknowledge,wait-for-turn,yield-pass",scan-environment -> position-in-queue -> wait-for-turn -> approach-counter -> gaze-at-agent -> gaze-scan -> yield-pass -> wait-acknowledge,8,5,9.21034,1.315763,2.302585,13.52758,1.690948,1.315763,2,5,3,1.0,reception,0.869946,0.394704,0.869946,0.001507,0.128548,"{""observe_scene"": 0.892819, ""approach_service"": 0.886392, ""queue_position"": 0.812101, ""wait_patiently"": 0.731836, ""courtesy_space"": 0.339318}","{""approach_service"": 0.085861, ""observe_scene"": 0.085856, ""queue_position"": 0.081405, ""wait_patiently"": 0.076945}","{""gaze-at-agent"": 0.042931, ""approach-counter"": 0.042931, ""scan-environment"": 0.042928, ""gaze-scan"": 0.042928, ""yield-pass"": 0.040702, ""position-in-queue"": 0.040702, ""wait-acknowledge"": 0.038472, ""wait-for-turn"": 0.038472}",0.0
